Year,Country,Units,Product,Indicator,Value
2007 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2007 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.8 
2007 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,548.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,8010.1 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1375.0 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1091.2 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,75.2 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2724.7 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,23086.5 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2810.7 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,755.4 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1653.6 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,10315.6 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9212.1 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,18679.4 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1707.5 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2010.3 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,544.5 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,4506.1 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,18787.3 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1053.8 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,88.7 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1781.7 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,286.4 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,268.9 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,0.9 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2555.9 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,13254.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5402.3 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,4340.8 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5336.1 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1635.3 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,15408.3 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,835.4 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1032.8 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9311.9 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2705.3 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,4972.2 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,237.9 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,326.5 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3295.8 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,35.3 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,242.8 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,174.0 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1757.8 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2.2 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2.4 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,284.8 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2008.9 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1471.4 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5473.3 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,497.1 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,18.3 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,83.3 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1068.5 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3578.9 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,34.6 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,11.3 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,267.3 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,132.3 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,72.2 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,8.8 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,11955.6 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,185.0 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,584.6 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1478.5 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,822.4 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5938.9 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,345.5 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,347.3 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2860.7 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,989.9 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,442.4 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,6.5 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,172.9 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,54.8 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,10.5 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,21.1 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,3488.7 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,595.7 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,11.4 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,192.8 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,2832.8 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,22.4 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,489.6 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,3.4 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,17.6 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,207.2 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,418.0 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,11.3 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,5.2 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,5.1 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,366.3 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,78.5 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,72.0 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,495.0 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.4 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,171.6 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.6 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,72.8 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,3.9 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,612.6 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,6.5 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,114.4 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,5.9 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,56.1 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,4.9 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,386.1 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,12.4 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,173.1 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,128.5 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.8 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,49.9 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,4.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,3.8 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,3.2 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,66.9 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.5 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.9 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,20.2 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,1.3 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,30.2 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,9.5 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,420.0 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,29.5 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solar thermal,Primary production,0.2 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,2.6 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3.6 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.2 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.1 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,380.0 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.2 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.5 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,220.3 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.3 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3.6 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,16.6 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.7 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3.4 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,3.5 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.3 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.1 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.5 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,France,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,40.0 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Kosovo,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2008 ,Albania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,215.0 
2008 ,Austria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3831.2 
2008 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2008 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,957.6 
2008 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,790.9 
2008 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,10.8 
2008 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2269.6 
2008 ,Germany,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8702.2 
2008 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1424.0 
2008 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,738.7 
2008 ,Greece,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,893.4 
2008 ,Spain,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,4207.1 
2008 ,Finland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,7435.0 
2008 ,France,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8772.5 
2008 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,: 
2008 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1191.4 
2008 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1644.9 
2008 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,163.3 
2008 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2008 ,Italy,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8065.9 
2008 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,936.2 
2008 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,47.9 
2008 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1468.0 
2008 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2008 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,154.0 
2008 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,186.7 
2008 ,Malta,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2008 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1082.7 
2008 ,Norway,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1080.8 
2008 ,Poland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,4738.7 
2008 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2788.2 
2008 ,Romania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3749.7 
2008 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,806.4 
2008 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,8306.4 
2008 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,468.8 
2008 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,502.5 
2008 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,4765.4 
2008 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1711.5 
